ID,cr_ID,assembly_time,eq_ID,process_time,ramp,servo_defect,data_defect,status
HDDSN06663,CRSTR01A,2015-03-09 19:15:00,EGRWT0100,2015-03-09 21:04:03,3536.0,3840.0,4572.0,fail
HDDSN06664,CRSTR01K,2015-03-09 09:30:00,EGRWT0114,2015-03-09 10:39:57,2466.0,2438.0,1418.0,pass
HDDSN06665,CRSTR01R,2015-03-05 07:43:00,EGRWT0111,2015-03-05 09:40:11,2282.0,7918.0,1489.0,pass
HDDSN06666,CRSTR01Q,2015-03-10 10:30:00,EGRWT0108,2015-03-10 12:53:50,5571.0,3114.0,2952.0,pass
HDDSN06667,CRSTR01K,2015-03-07 03:58:00,EGRWT0105,2015-03-07 06:33:43,4162.0,3115.0,1875.0,fail
HDDSN06668,CRSTR01N,2015-03-10 02:14:00,EGRWT0110,2015-03-10 03:20:45,2398.0,2688.0,1411.0,fail
HDDSN06670,CRSTR01L,2015-03-08 03:54:00,EGRWT0112,2015-03-08 05:23:19,4267.0,8129.0,2019.0,pass
HDDSN06671,CRSTR01L,2015-03-06 17:23:00,EGRWT0100,2015-03-06 19:53:55,1414.0,3732.0,2178.0,fail
HDDSN06672,CRSTR01P,2015-03-09 09:34:00,EGRWT0114,2015-03-09 10:12:01,1032.0,3816.0,2768.0,pass
HDDSN06673,CRSTR01J,2015-03-06 23:29:00,EGRWT0113,2015-03-07 01:09:26,2338.0,5233.0,2520.0,pass
HDDSN06674,CRSTR01H,2015-03-09 01:19:00,EGRWT0105,2015-03-09 01:59:04,1769.0,4938.0,3286.0,pass
HDDSN06675,CRSTR01D,2015-03-09 20:06:00,EGRWT0101,2015-03-09 22:09:02,1364.0,4377.0,4223.0,pass
HDDSN06676,CRSTR01T,2015-03-08 15:47:00,EGRWT0107,2015-03-08 20:06:42,3672.0,5043.0,2987.0,fail
HDDSN06677,CRSTR01F,2015-03-07 15:49:00,EGRWT0108,2015-03-07 16:56:42,5187.0,5348.0,2420.0,fail
HDDSN06678,CRSTR01I,2015-03-10 09:41:00,EGRWT0102,2015-03-10 12:06:52,1063.0,1833.0,3480.0,pass
HDDSN06679,CRSTR01E,2015-03-11 11:26:00,EGRWT0107,2015-03-11 13:39:56,2341.0,4205.0,4570.0,fail
HDDSN06680,CRSTR01F,2015-03-11 20:49:00,EGRWT0102,2015-03-11 22:04:50,1095.0,3830.0,1813.0,pass
HDDSN06681,CRSTR01N,2015-03-10 01:40:00,EGRWT0101,2015-03-10 04:20:21,2372.0,3171.0,8568.0,fail
HDDSN06682,CRSTR01N,2015-03-06 03:58:00,EGRWT0113,2015-03-06 05:13:10,1525.0,2995.0,1838.0,pass
HDDSN06683,CRSTR01H,2015-03-05 11:07:00,EGRWT0110,2015-03-05 12:11:48,2114.0,2736.0,2461.0,pass
HDDSN06684,CRSTR01M,2015-03-10 06:08:00,EGRWT0109,2015-03-10 08:51:37,1158.0,3134.0,1604.0,fail
HDDSN06685,CRSTR01M,2015-03-09 03:02:00,EGRWT0107,2015-03-09 04:14:56,1479.0,2823.0,5027.0,pass
HDDSN06686,CRSTR01D,2015-03-08 23:45:00,EGRWT0112,2015-03-09 00:56:33,2169.0,4071.0,1354.0,pass
HDDSN06687,CRSTR01E,2015-03-10 21:36:00,EGRWT0113,2015-03-10 23:39:09,1068.0,5036.0,3469.0,pass
HDDSN06689,CRSTR01J,2015-03-10 01:15:00,EGRWT0109,2015-03-10 01:59:21,2671.0,3567.0,4516.0,pass
HDDSN06690,CRSTR01G,2015-03-08 06:40:00,EGRWT0113,2015-03-08 07:51:46,1654.0,4642.0,4051.0,fail
HDDSN06691,CRSTR01P,2015-03-11 22:01:00,EGRWT0101,2015-03-11 23:07:01,3956.0,4944.0,2401.0,pass
HDDSN06692,CRSTR01D,2015-03-06 10:13:00,EGRWT0114,2015-03-06 11:32:52,1705.0,4780.0,1471.0,pass
HDDSN06693,CRSTR01F,2015-03-09 09:18:00,EGRWT0111,2015-03-09 10:48:49,2799.0,3996.0,1500.0,pass
HDDSN06694,CRSTR01B,2015-03-11 04:20:00,EGRWT0100,2015-03-11 06:16:29,1722.0,8048.0,1330.0,fail
HDDSN06695,CRSTR01R,2015-03-09 14:50:00,EGRWT0102,2015-03-09 16:08:58,3396.0,2329.0,5429.0,pass
HDDSN06697,CRSTR01O,2015-03-06 22:54:00,EGRWT0102,2015-03-07 00:02:20,1054.0,4889.0,2650.0,pass
HDDSN06698,CRSTR01I,2015-03-07 23:41:00,EGRWT0113,2015-03-08 01:28:48,1014.0,3999.0,5354.0,fail
HDDSN06699,CRSTR01M,2015-03-06 07:02:00,EGRWT0109,2015-03-06 08:07:25,1042.0,2888.0,1501.0,pass
HDDSN06700,CRSTR01K,2015-03-09 14:57:00,EGRWT0113,2015-03-09 16:54:48,1197.0,4554.0,3037.0,pass
HDDSN06702,CRSTR01T,2015-03-11 03:48:00,EGRWT0104,2015-03-11 05:49:26,1102.0,3612.0,2379.0,pass
HDDSN06703,CRSTR01J,2015-03-10 23:50:00,EGRWT0113,2015-03-11 01:19:48,1150.0,6269.0,3930.0,pass
HDDSN06704,CRSTR01E,2015-03-09 20:04:00,EGRWT0107,2015-03-09 23:09:46,2714.0,2495.0,4247.0,pass
HDDSN06705,CRSTR01M,2015-03-11 03:51:00,EGRWT0108,2015-03-11 06:24:26,3999.0,4842.0,2883.0,fail
HDDSN06706,CRSTR01S,2015-03-10 10:27:00,EGRWT0103,2015-03-10 11:50:08,1584.0,5761.0,2211.0,pass
HDDSN06707,CRSTR01Q,2015-03-08 12:11:00,EGRWT0103,2015-03-08 13:55:23,1570.0,2625.0,5982.0,pass
HDDSN06708,CRSTR01I,2015-03-05 12:36:00,EGRWT0100,2015-03-05 14:07:32,1741.0,5373.0,1335.0,pass
HDDSN06709,CRSTR01L,2015-03-11 01:13:00,EGRWT0105,2015-03-11 02:29:21,1474.0,2836.0,5350.0,pass
HDDSN06710,CRSTR01K,2015-03-10 11:31:00,EGRWT0102,2015-03-10 13:18:00,2953.0,4599.0,3626.0,pass
HDDSN06711,CRSTR01K,2015-03-05 23:31:00,EGRWT0106,2015-03-06 01:16:39,1258.0,3567.0,3052.0,pass
HDDSN06712,CRSTR01S,2015-03-08 03:13:00,EGRWT0100,2015-03-08 04:07:49,8084.0,3117.0,1240.0,fail
HDDSN06713,CRSTR01A,2015-03-07 11:36:00,EGRWT0111,2015-03-07 13:35:11,1030.0,6021.0,5158.0,fail
HDDSN06714,CRSTR01D,2015-03-05 07:10:00,EGRWT0113,2015-03-05 07:56:00,1095.0,3257.0,2869.0,pass
HDDSN06715,CRSTR01Q,2015-03-11 04:39:00,EGRWT0100,2015-03-11 06:28:30,4444.0,1042.0,2065.0,pass
HDDSN06716,CRSTR01M,2015-03-09 08:47:00,EGRWT0114,2015-03-09 11:13:32,3197.0,3828.0,6913.0,pass
HDDSN06717,CRSTR01K,2015-03-08 10:42:00,EGRWT0104,2015-03-08 11:49:52,2269.0,2756.0,5645.0,pass
HDDSN06718,CRSTR01P,2015-03-10 08:17:00,EGRWT0109,2015-03-10 09:45:48,1008.0,4271.0,2205.0,pass
HDDSN06719,CRSTR01A,2015-03-11 07:31:00,EGRWT0102,2015-03-11 09:03:46,1027.0,5875.0,2968.0,pass
HDDSN06720,CRSTR01J,2015-03-06 15:47:00,EGRWT0112,2015-03-06 17:06:38,1489.0,3790.0,1811.0,pass
HDDSN06721,CRSTR01H,2015-03-09 05:56:00,EGRWT0102,2015-03-09 06:32:30,6135.0,3910.0,1955.0,pass
HDDSN06722,CRSTR01T,2015-03-10 15:18:00,EGRWT0108,2015-03-10 19:30:36,2916.0,5946.0,1748.0,pass
HDDSN06723,CRSTR01T,2015-03-07 12:18:00,EGRWT0101,2015-03-07 13:17:50,2436.0,7946.0,4728.0,fail
HDDSN06725,CRSTR01A,2015-03-05 04:19:00,EGRWT0101,2015-03-05 05:17:11,3048.0,4463.0,1406.0,pass
HDDSN06726,CRSTR01T,2015-03-10 10:18:00,EGRWT0100,2015-03-10 14:26:53,1331.0,4507.0,1590.0,fail
HDDSN06727,CRSTR01K,2015-03-07 19:53:00,EGRWT0102,2015-03-07 21:06:03,3012.0,2493.0,6867.0,fail
HDDSN06728,CRSTR01D,2015-03-07 10:31:00,EGRWT0113,2015-03-07 12:53:54,1373.0,4415.0,2523.0,fail
HDDSN06730,CRSTR01D,2015-03-06 16:25:00,EGRWT0110,2015-03-06 18:35:37,2047.0,8062.0,3650.0,fail
HDDSN06732,CRSTR01J,2015-03-11 13:12:00,EGRWT0101,2015-03-11 14:19:25,5229.0,3649.0,5328.0,pass
HDDSN06736,CRSTR01M,2015-03-05 12:25:00,EGRWT0108,2015-03-05 13:16:12,3084.0,2031.0,2500.0,pass
HDDSN06737,CRSTR01M,2015-03-07 07:07:00,EGRWT0114,2015-03-07 08:09:14,1045.0,3416.0,2046.0,fail
HDDSN06740,CRSTR01R,2015-03-09 23:18:00,EGRWT0112,2015-03-10 00:24:45,1002.0,3813.0,3183.0,pass
HDDSN06741,CRSTR01F,2015-03-08 07:55:00,EGRWT0112,2015-03-08 09:42:36,4563.0,7820.0,1913.0,pass
HDDSN06742,CRSTR01K,2015-03-11 21:18:00,EGRWT0110,2015-03-11 23:26:38,1794.0,6229.0,2265.0,pass
HDDSN06743,CRSTR01I,2015-03-11 15:49:00,EGRWT0112,2015-03-11 17:45:53,1704.0,7841.0,4744.0,pass
HDDSN06744,CRSTR01K,2015-03-06 20:22:00,EGRWT0105,2015-03-06 21:20:15,2811.0,4262.0,2290.0,pass
HDDSN06745,CRSTR01G,2015-03-07 07:27:00,EGRWT0104,2015-03-07 09:48:47,1144.0,6013.0,7752.0,fail
HDDSN06747,CRSTR01M,2015-03-07 18:13:00,EGRWT0104,2015-03-07 18:49:06,1912.0,4015.0,3022.0,fail
HDDSN06748,CRSTR01B,2015-03-09 13:00:00,EGRWT0106,2015-03-09 14:48:44,2882.0,3231.0,2867.0,pass
HDDSN06749,CRSTR01Q,2015-03-09 03:22:00,EGRWT0101,2015-03-09 04:59:38,1254.0,5196.0,2447.0,pass
HDDSN06750,CRSTR01L,2015-03-07 01:22:00,EGRWT0106,2015-03-07 02:08:21,5664.0,6044.0,3877.0,fail
HDDSN06751,CRSTR01J,2015-03-10 03:46:00,EGRWT0109,2015-03-10 04:24:38,2512.0,7889.0,4375.0,fail
HDDSN06752,CRSTR01P,2015-03-06 16:58:00,EGRWT0114,2015-03-06 18:12:30,1007.0,5578.0,1083.0,pass
HDDSN06756,CRSTR01O,2015-03-05 09:25:00,EGRWT0102,2015-03-05 10:22:19,4581.0,3810.0,3767.0,pass
HDDSN06757,CRSTR01H,2015-03-10 18:58:00,EGRWT0104,2015-03-10 20:55:36,1679.0,3331.0,3869.0,pass
HDDSN06758,CRSTR01K,2015-03-11 16:20:00,EGRWT0110,2015-03-11 16:59:14,1353.0,5639.0,4055.0,fail
HDDSN06759,CRSTR01R,2015-03-08 14:37:00,EGRWT0113,2015-03-08 15:19:48,2356.0,5875.0,2259.0,pass
HDDSN06760,CRSTR01D,2015-03-07 14:22:00,EGRWT0109,2015-03-07 15:23:03,2091.0,3102.0,3307.0,fail
HDDSN06761,CRSTR01N,2015-03-10 23:23:00,EGRWT0100,2015-03-11 00:49:27,2170.0,4277.0,1143.0,pass
HDDSN06762,CRSTR01T,2015-03-10 13:28:00,EGRWT0109,2015-03-10 14:34:19,1087.0,4846.0,4648.0,fail
HDDSN06764,CRSTR01E,2015-03-11 13:25:00,EGRWT0103,2015-03-11 14:52:24,1006.0,3671.0,4867.0,pass
HDDSN06765,CRSTR01I,2015-03-10 21:44:00,EGRWT0111,2015-03-10 23:06:24,2829.0,4430.0,2271.0,pass
HDDSN06766,CRSTR01I,2015-03-06 08:51:00,EGRWT0110,2015-03-06 10:27:54,1045.0,6154.0,5169.0,fail
HDDSN06768,CRSTR01K,2015-03-10 06:43:00,EGRWT0114,2015-03-10 08:24:51,1172.0,7893.0,4540.0,fail
HDDSN06769,CRSTR01F,2015-03-08 04:00:00,EGRWT0106,2015-03-08 05:57:43,1267.0,6799.0,3736.0,pass
HDDSN06770,CRSTR01S,2015-03-11 23:59:00,EGRWT0108,2015-03-12 00:37:44,4303.0,3075.0,1828.0,pass
HDDSN06771,CRSTR01E,2015-03-09 05:52:00,EGRWT0101,2015-03-09 07:14:14,1479.0,2326.0,5889.0,pass
HDDSN06772,CRSTR01H,2015-03-06 17:27:00,EGRWT0104,2015-03-06 18:41:28,3410.0,3585.0,5475.0,pass
HDDSN06773,CRSTR01A,2015-03-11 22:07:00,EGRWT0105,2015-03-11 22:47:59,1476.0,1988.0,3320.0,pass
HDDSN06774,CRSTR01C,2015-03-07 21:53:00,EGRWT0109,2015-03-07 23:37:58,1066.0,4115.0,2243.0,fail
HDDSN06775,CRSTR01D,2015-03-10 21:29:00,EGRWT0112,2015-03-10 23:19:04,1114.0,5499.0,1397.0,pass
HDDSN06776,CRSTR01K,2015-03-05 05:43:00,EGRWT0104,2015-03-05 08:39:54,1559.0,5825.0,3836.0,fail
HDDSN06778,CRSTR01B,2015-03-09 09:48:00,EGRWT0101,2015-03-09 11:45:40,3961.0,1622.0,1520.0,pass
HDDSN06779,CRSTR01P,2015-03-09 05:24:00,EGRWT0102,2015-03-09 06:47:17,2165.0,3670.0,1152.0,pass
HDDSN06780,CRSTR01O,2015-03-07 18:13:00,EGRWT0100,2015-03-07 20:43:07,1024.0,3405.0,3644.0,fail
HDDSN06781,CRSTR01T,2015-03-09 05:33:00,EGRWT0105,2015-03-09 09:42:56,7160.0,3867.0,1775.0,fail
HDDSN06782,CRSTR01B,2015-03-09 18:32:00,EGRWT0111,2015-03-09 19:58:18,1704.0,5201.0,4408.0,fail
HDDSN06783,CRSTR01O,2015-03-09 02:34:00,EGRWT0106,2015-03-09 03:57:21,1678.0,4268.0,2635.0,pass
HDDSN06784,CRSTR01K,2015-03-05 07:33:00,EGRWT0113,2015-03-05 09:03:34,1009.0,3000.0,1380.0,pass
HDDSN06785,CRSTR01Q,2015-03-08 20:51:00,EGRWT0113,2015-03-08 21:31:57,1486.0,5734.0,2373.0,pass
HDDSN06786,CRSTR01A,2015-03-09 07:11:00,EGRWT0112,2015-03-09 08:33:47,1070.0,2384.0,2383.0,pass
HDDSN06787,CRSTR01H,2015-03-06 07:46:00,EGRWT0105,2015-03-06 08:59:28,1291.0,4575.0,4940.0,fail
HDDSN06788,CRSTR01E,2015-03-08 16:37:00,EGRWT0107,2015-03-08 17:26:02,1111.0,4359.0,3116.0,pass
HDDSN06789,CRSTR01H,2015-03-07 17:53:00,EGRWT0104,2015-03-07 19:06:43,5605.0,3341.0,6769.0,fail
HDDSN06790,CRSTR01D,2015-03-11 09:31:00,EGRWT0107,2015-03-11 11:17:05,1076.0,2260.0,2130.0,fail
HDDSN06791,CRSTR01K,2015-03-09 10:43:00,EGRWT0114,2015-03-09 11:35:40,4630.0,5149.0,2324.0,pass
HDDSN06792,CRSTR01P,2015-03-10 19:15:00,EGRWT0104,2015-03-10 20:51:07,2072.0,4128.0,6739.0,fail
HDDSN06794,CRSTR01K,2015-03-10 00:20:00,EGRWT0107,2015-03-10 01:20:32,2737.0,3989.0,3655.0,pass
HDDSN06795,CRSTR01B,2015-03-10 09:49:00,EGRWT0112,2015-03-10 12:04:44,1800.0,1980.0,2062.0,pass
HDDSN06796,CRSTR01J,2015-03-11 18:42:00,EGRWT0113,2015-03-11 21:10:26,1233.0,4712.0,3247.0,pass
HDDSN06797,CRSTR01P,2015-03-06 07:44:00,EGRWT0107,2015-03-06 09:31:33,3208.0,4506.0,2969.0,pass
HDDSN06798,CRSTR01M,2015-03-06 10:08:00,EGRWT0114,2015-03-06 11:48:38,3911.0,5200.0,3017.0,pass
HDDSN06799,CRSTR01E,2015-03-05 10:21:00,EGRWT0111,2015-03-05 11:40:19,1211.0,3578.0,2996.0,pass
HDDSN06800,CRSTR01Q,2015-03-06 01:32:00,EGRWT0108,2015-03-06 02:54:03,3054.0,5349.0,3778.0,pass
HDDSN06801,CRSTR01H,2015-03-09 21:55:00,EGRWT0113,2015-03-09 22:57:03,10221.0,4062.0,3357.0,pass
HDDSN06802,CRSTR01E,2015-03-11 02:02:00,EGRWT0110,2015-03-11 03:31:05,5714.0,4335.0,2448.0,pass
HDDSN06803,CRSTR01T,2015-03-05 07:38:00,EGRWT0107,2015-03-05 08:56:07,1004.0,3547.0,3270.0,pass
HDDSN06805,CRSTR01D,2015-03-05 12:49:00,EGRWT0113,2015-03-05 15:59:39,1168.0,3612.0,3115.0,fail
HDDSN06807,CRSTR01H,2015-03-09 09:43:00,EGRWT0106,2015-03-09 11:11:36,1842.0,5163.0,3807.0,pass
HDDSN06808,CRSTR01J,2015-03-06 17:51:00,EGRWT0104,2015-03-06 20:11:27,1031.0,5291.0,1642.0,pass
HDDSN06810,CRSTR01B,2015-03-11 00:52:00,EGRWT0107,2015-03-11 03:26:40,1158.0,4157.0,1788.0,fail
HDDSN06811,CRSTR01H,2015-03-10 09:50:00,EGRWT0112,2015-03-10 10:45:26,1365.0,4307.0,1395.0,pass
HDDSN06812,CRSTR01I,2015-03-10 00:16:00,EGRWT0110,2015-03-10 02:41:52,1737.0,3668.0,1596.0,pass
HDDSN06813,CRSTR01L,2015-03-05 00:38:00,EGRWT0109,2015-03-05 01:41:40,1370.0,5506.0,1272.0,pass
HDDSN06814,CRSTR01S,2015-03-05 22:12:00,EGRWT0102,2015-03-05 23:00:00,6634.0,3842.0,2076.0,pass
HDDSN06815,CRSTR01J,2015-03-11 07:36:00,EGRWT0102,2015-03-11 09:18:46,2271.0,1680.0,3054.0,pass
HDDSN06816,CRSTR01O,2015-03-05 12:10:00,EGRWT0102,2015-03-05 13:12:23,1061.0,1771.0,4895.0,pass
HDDSN06817,CRSTR01M,2015-03-10 02:44:00,EGRWT0101,2015-03-10 04:13:33,1558.0,3658.0,4030.0,pass
HDDSN06818,CRSTR01T,2015-03-09 10:55:00,EGRWT0105,2015-03-09 13:03:47,1655.0,4268.0,1506.0,pass
HDDSN06819,CRSTR01E,2015-03-07 20:48:00,EGRWT0101,2015-03-07 22:21:09,1253.0,3337.0,1720.0,fail
HDDSN06820,CRSTR01O,2015-03-05 21:40:00,EGRWT0110,2015-03-05 22:48:43,1043.0,4358.0,3082.0,pass
HDDSN06821,CRSTR01M,2015-03-07 21:42:00,EGRWT0101,2015-03-07 22:46:23,3533.0,4741.0,1638.0,fail
HDDSN06823,CRSTR01Q,2015-03-10 06:35:00,EGRWT0111,2015-03-10 07:56:01,1004.0,3180.0,3665.0,pass
HDDSN06824,CRSTR01T,2015-03-08 19:46:00,EGRWT0105,2015-03-08 20:50:55,1193.0,2339.0,4264.0,pass
HDDSN06825,CRSTR01O,2015-03-06 17:20:00,EGRWT0100,2015-03-06 18:37:40,2394.0,5464.0,1134.0,pass
HDDSN06826,CRSTR01H,2015-03-10 19:35:00,EGRWT0100,2015-03-10 21:05:31,1833.0,5730.0,2166.0,pass
HDDSN06827,CRSTR01M,2015-03-11 10:04:00,EGRWT0105,2015-03-11 11:08:53,1159.0,5135.0,1759.0,pass
HDDSN06828,CRSTR01T,2015-03-06 08:46:00,EGRWT0112,2015-03-06 10:36:58,2566.0,3953.0,3020.0,pass
HDDSN06829,CRSTR01C,2015-03-08 04:34:00,EGRWT0106,2015-03-08 05:53:36,4414.0,4877.0,4441.0,pass
HDDSN06830,CRSTR01I,2015-03-10 20:27:00,EGRWT0101,2015-03-10 21:45:02,5974.0,5153.0,5358.0,pass
HDDSN06831,CRSTR01E,2015-03-10 01:59:00,EGRWT0112,2015-03-10 03:27:18,1046.0,5376.0,5150.0,pass
HDDSN06832,CRSTR01E,2015-03-07 00:53:00,EGRWT0105,2015-03-07 03:51:58,1036.0,3829.0,2963.0,fail
HDDSN06833,CRSTR01M,2015-03-05 13:29:00,EGRWT0102,2015-03-05 15:10:19,5971.0,5165.0,3286.0,pass
HDDSN06834,CRSTR01E,2015-03-11 03:18:00,EGRWT0110,2015-03-11 07:21:22,1117.0,4938.0,3351.0,fail
HDDSN06836,CRSTR01K,2015-03-07 12:53:00,EGRWT0103,2015-03-07 15:11:24,8001.0,3602.0,1833.0,fail
HDDSN06837,CRSTR01K,2015-03-07 22:42:00,EGRWT0105,2015-03-07 23:29:02,1242.0,2438.0,3008.0,fail
HDDSN06838,CRSTR01J,2015-03-05 08:20:00,EGRWT0108,2015-03-05 09:48:06,1001.0,4381.0,1134.0,pass
HDDSN06839,CRSTR01T,2015-03-10 13:40:00,EGRWT0114,2015-03-10 14:59:44,1183.0,3275.0,1832.0,pass
HDDSN06840,CRSTR01G,2015-03-11 06:49:00,EGRWT0114,2015-03-11 09:16:13,1203.0,4103.0,3824.0,pass
HDDSN06841,CRSTR01H,2015-03-08 16:25:00,EGRWT0109,2015-03-08 18:03:26,1076.0,5444.0,8119.0,fail
HDDSN06842,CRSTR01K,2015-03-10 23:14:00,EGRWT0111,2015-03-11 00:30:56,1006.0,4352.0,3331.0,pass
HDDSN06843,CRSTR01L,2015-03-06 17:52:00,EGRWT0105,2015-03-06 19:15:25,2154.0,2132.0,3455.0,pass
HDDSN06844,CRSTR01A,2015-03-10 18:10:00,EGRWT0107,2015-03-10 19:41:32,3559.0,5979.0,2663.0,pass
HDDSN06845,CRSTR01O,2015-03-07 15:16:00,EGRWT0110,2015-03-07 16:35:03,1291.0,5473.0,3544.0,fail
HDDSN06846,CRSTR01E,2015-03-05 15:00:00,EGRWT0103,2015-03-05 16:10:34,1233.0,4309.0,2589.0,pass
HDDSN06847,CRSTR01T,2015-03-05 19:53:00,EGRWT0110,2015-03-05 21:15:01,6219.0,6297.0,1918.0,pass
HDDSN06849,CRSTR01D,2015-03-08 03:34:00,EGRWT0100,2015-03-08 04:29:19,1228.0,3339.0,1111.0,pass
HDDSN06850,CRSTR01C,2015-03-07 13:53:00,EGRWT0106,2015-03-07 15:11:13,1518.0,4599.0,2611.0,fail
HDDSN06851,CRSTR01B,2015-03-11 21:59:00,EGRWT0103,2015-03-11 23:32:58,4704.0,2659.0,2666.0,pass
HDDSN06852,CRSTR01O,2015-03-11 15:24:00,EGRWT0109,2015-03-11 16:16:18,1480.0,3238.0,1275.0,pass
HDDSN06853,CRSTR01A,2015-03-08 16:34:00,EGRWT0102,2015-03-08 18:24:38,1185.0,5083.0,5194.0,fail
HDDSN06854,CRSTR01C,2015-03-05 15:54:00,EGRWT0104,2015-03-05 17:24:59,1108.0,3538.0,1430.0,pass
HDDSN06855,CRSTR01D,2015-03-06 20:55:00,EGRWT0114,2015-03-06 23:37:33,5551.0,3214.0,1941.0,fail
HDDSN06856,CRSTR01G,2015-03-06 07:01:00,EGRWT0110,2015-03-06 08:20:38,2785.0,3181.0,1292.0,pass
HDDSN06858,CRSTR01R,2015-03-11 17:40:00,EGRWT0110,2015-03-11 18:45:49,7893.0,5674.0,2216.0,fail
HDDSN06859,CRSTR01G,2015-03-06 18:03:00,EGRWT0107,2015-03-06 19:59:48,1427.0,2406.0,1525.0,pass
HDDSN06860,CRSTR01O,2015-03-09 07:37:00,EGRWT0103,2015-03-09 08:30:20,4648.0,3054.0,2999.0,pass
HDDSN06861,CRSTR01R,2015-03-05 13:55:00,EGRWT0111,2015-03-05 15:17:30,2406.0,2750.0,1743.0,pass
HDDSN06862,CRSTR01D,2015-03-09 22:14:00,EGRWT0111,2015-03-10 00:09:58,4652.0,2187.0,2397.0,pass
HDDSN06863,CRSTR01T,2015-03-08 09:35:00,EGRWT0114,2015-03-08 10:34:45,1193.0,4811.0,1209.0,pass
HDDSN06864,CRSTR01J,2015-03-05 19:05:00,EGRWT0103,2015-03-05 23:21:29,1520.0,5214.0,5826.0,fail
HDDSN06865,CRSTR01Q,2015-03-06 15:54:00,EGRWT0113,2015-03-06 17:07:16,1017.0,5032.0,3582.0,pass
HDDSN06866,CRSTR01Q,2015-03-08 14:13:00,EGRWT0100,2015-03-08 15:36:27,1036.0,6021.0,1565.0,pass
HDDSN06867,CRSTR01B,2015-03-05 14:50:00,EGRWT0101,2015-03-05 16:33:31,6369.0,2803.0,3079.0,pass
HDDSN06868,CRSTR01A,2015-03-09 21:23:00,EGRWT0102,2015-03-10 00:05:10,2246.0,2062.0,1123.0,fail
HDDSN06869,CRSTR01C,2015-03-05 07:58:00,EGRWT0101,2015-03-05 09:14:11,4410.0,2693.0,1258.0,pass
HDDSN06871,CRSTR01Q,2015-03-10 07:23:00,EGRWT0102,2015-03-10 08:28:08,1286.0,2052.0,1740.0,pass
HDDSN06872,CRSTR01K,2015-03-10 04:25:00,EGRWT0101,2015-03-10 08:00:36,5930.0,3465.0,1196.0,fail
HDDSN06873,CRSTR01L,2015-03-07 08:09:00,EGRWT0101,2015-03-07 09:40:56,8342.0,3609.0,2085.0,fail
HDDSN06875,CRSTR01O,2015-03-08 14:16:00,EGRWT0114,2015-03-08 15:04:56,2249.0,3359.0,5042.0,pass
HDDSN06878,CRSTR01C,2015-03-10 21:23:00,EGRWT0106,2015-03-10 23:03:41,1072.0,4896.0,6845.0,fail
HDDSN06879,CRSTR01P,2015-03-06 19:06:00,EGRWT0109,2015-03-06 21:29:43,2287.0,4107.0,2221.0,pass
HDDSN06881,CRSTR01S,2015-03-05 20:40:00,EGRWT0105,2015-03-05 21:23:00,1004.0,2748.0,3072.0,pass
HDDSN06882,CRSTR01F,2015-03-06 08:59:00,EGRWT0110,2015-03-06 10:59:00,3588.0,5574.0,2984.0,pass
HDDSN06883,CRSTR01H,2015-03-06 22:07:00,EGRWT0112,2015-03-06 23:56:46,3134.0,3013.0,1927.0,pass
HDDSN06886,CRSTR01N,2015-03-05 21:20:00,EGRWT0114,2015-03-05 23:50:36,1201.0,5589.0,1105.0,fail
HDDSN06887,CRSTR01J,2015-03-07 16:15:00,EGRWT0112,2015-03-07 17:20:08,6058.0,2437.0,3851.0,fail
HDDSN06888,CRSTR01R,2015-03-11 16:39:00,EGRWT0107,2015-03-11 17:48:16,1196.0,3659.0,2444.0,pass
HDDSN06889,CRSTR01L,2015-03-11 05:11:00,EGRWT0107,2015-03-11 06:19:51,1026.0,6480.0,4134.0,fail
HDDSN06890,CRSTR01I,2015-03-10 08:12:00,EGRWT0100,2015-03-10 09:38:03,7842.0,5529.0,1147.0,fail
HDDSN06891,CRSTR01L,2015-03-10 02:58:00,EGRWT0103,2015-03-10 05:02:50,1048.0,3116.0,2256.0,pass
HDDSN06892,CRSTR01B,2015-03-07 18:19:00,EGRWT0101,2015-03-07 19:08:27,1022.0,5813.0,3280.0,pass
HDDSN06894,CRSTR01E,2015-03-07 15:25:00,EGRWT0108,2015-03-07 17:24:14,3443.0,3954.0,3196.0,fail
HDDSN06895,CRSTR01I,2015-03-05 09:54:00,EGRWT0101,2015-03-05 11:34:55,2763.0,2249.0,2521.0,pass
HDDSN06899,CRSTR01F,2015-03-09 07:43:00,EGRWT0112,2015-03-09 08:27:51,3491.0,8046.0,2900.0,pass
HDDSN06900,CRSTR01A,2015-03-07 01:27:00,EGRWT0109,2015-03-07 02:54:14,1068.0,4622.0,1568.0,fail
HDDSN06902,CRSTR01G,2015-03-08 12:27:00,EGRWT0104,2015-03-08 14:11:31,1073.0,3755.0,5919.0,pass
HDDSN06903,CRSTR01H,2015-03-06 15:24:00,EGRWT0105,2015-03-06 16:52:23,2319.0,2657.0,1591.0,pass
HDDSN06904,CRSTR01D,2015-03-09 08:14:00,EGRWT0113,2015-03-09 09:13:29,1354.0,5009.0,3164.0,pass
HDDSN06905,CRSTR01A,2015-03-05 13:30:00,EGRWT0114,2015-03-05 14:48:39,1803.0,4134.0,5848.0,fail
HDDSN06906,CRSTR01I,2015-03-05 21:46:00,EGRWT0105,2015-03-05 22:26:47,1100.0,6272.0,2019.0,pass
